,Player,Position,Height,Weight,Draft Year,2024-2025 Leagues,2024-2025 Team,NHL Rights,2025 NHL Equivalency,Star Probability,NHLer Probability
4615,Joel Nyman,F,"5'10""",172,4,"division-1, division-2",Forshaga IF,-,5.62,0.14%,0.24%
1008,Ludvig Pettersson,D,"6'2""",194,0,"j18 allsvenskan, superelit, j18-elit",Växjö Lakers HC J18,-,1.12,0.14%,0.58%
4617,Alex Kim,F,"5'11""",165,1,"wjc-20, nahl",Bismarck Bobcats,-,4.51,0.14%,0.17%
4618,Ty Plaisier,D,"6'1""",168,2,mjhl,Virden Oil Capitals,-,1.55,0.14%,0.07%
4619,Max Leduc,F,"6'0""",185,1,ajhl,Grande Prairie Storm,-,5.32,0.14%,0.43%
4620,Lucas Forsell,F,"6'0""",161,4,shl,Färjestad BK,Vancouver Canucks,9.08,0.14%,1.1%
4621,Mikhail Zyatkov,D,"6'3""",198,2,nmhl,Granit Chekhov,-,2.04,0.14%,0.54%
4622,Arvid Blom,D,"6'0""",185,1,j20-elit,Tyresö/Hanviken J20,-,0.35,0.14%,0.14%
4623,Sebastian Lillsund,F,"6'1""",185,3,nahl,Aberdeen Wings,-,5.54,0.14%,0.32%
4624,Quentin Bourne,D,"5'8""",154,1,"ushl, ajhl",Whitecourt Wolverines,-,2.39,0.14%,0.04%
4625,Cyle Clayton,D,"5'9""",161,3,bchl,Okotoks Oilers,-,1.98,0.14%,0.04%
1009,Nicholas Russ,F,"6'0""",185,0,"ushs-mn, naphl-18u",St. Thomas Academy,-,3.51,0.14%,0.48%
4627,Ian Ramsay,D,"6'3""",203,1,cchl,Navan Grads,-,0.56,0.14%,0.29%
4628,Ville Sjostedt,D,"6'2""",198,1,j20-elit,Clemensnäs HC J20,-,0.77,0.14%,0.29%
1010,Vladislav Guryev,F,"6'2""",185,0,mhl,Ladia Togliatti,-,2.16,0.14%,0.86%
4630,Edvard Lundmark,D,"6'1""",159,3,denmark,Rødovre Mighty Bulls,-,0.0,0.14%,0.03%
1011,Filip Tittl,D,"5'11""",190,0,czech-u20,HC Slavia Praha U20,-,2.25,0.14%,0.59%
4632,Alex Blais,F,"6'0""",174,3,qjaaahl,Montréal Rangers,-,4.49,0.14%,0.24%
4633,Nikita Miller,F,"6'0""",170,5,vhl,Gornyak-UGMK,-,10.65,0.14%,0.65%
1012,Hudson Roberge,D,"6'7""",225,0,kijhl,Kelowna Chiefs,-,0.0,0.14%,1.07%
1013,Andrew Metzger,F,"6'1""",225,0,usphl-premier,San Diego Sabers,-,0.0,0.14%,0.81%
1014,Sidnie Luther,D,"6'2""",176,0,"j18 allsvenskan, superelit, j18-elit",Djurgårdens IF J20,-,1.01,0.14%,0.32%
1015,Noel Ingelsson,D,"5'11""",161,0,"j18 allsvenskan, superelit, j18-elit",Skellefteå AIK J20,-,2.0,0.14%,0.26%
4638,Salvatore Guzzo,F,"6'1""",185,2,ncaa,Harvard Univ.,-,2.27,0.14%,0.29%
4639,Sam Ward,D,"5'9""",174,2,bchl,totals,-,3.09,0.14%,0.2%
1016,Maxim Povarov,F,"6'1""",198,0,russia-u18,Atlant Mytishchi U18,-,2.2,0.14%,0.51%
1017,Marco Senerchia,D,"5'8""",141,0,"ushs-prep, ushl",St. George's School,-,2.73,0.14%,0.19%
4642,Mattis Chapuis,F,"5'11""",190,2,u20 sm-liiga,SaiPa U20,-,1.61,0.14%,0.13%
4643,Jack Sirkka,F,"6'0""",196,4,division-2,Kumla HC,-,5.43,0.14%,0.31%
4644,Ludvig Basth,D,"6'1""",174,2,"superelit, bchl",Brynäs IF J20,-,2.13,0.14%,0.07%
1018,Vladimir Lopatkin,F,"6'0""",174,0,russia-u18,Ak Bars-Neftyanik Almetievsk U18,-,1.33,0.14%,0.49%
4646,Oliver Nielsen,D,"6'0""",176,1,"denmark2, denmark",Vojens,-,2.0,0.14%,0.14%
4647,John Brown,D,"6'0""",205,1,nahl,Janesville Jets,-,1.98,0.14%,0.56%
4648,Alexei Mazur,D,"6'3""",203,2,mhl,AKM Tula,-,4.28,0.14%,0.75%
4649,Simon Maltais,D,"6'5""",192,4,usports,Univ. of Moncton,-,3.41,0.14%,0.37%
4650,Dwayne Jean,F,"5'11""",190,3,"ajhl, bchl",Whitecourt Wolverines,-,4.2,0.14%,0.21%
4651,Conner Thomson-Dick,D,"6'1""",185,2,ojhl,totals,-,2.32,0.14%,0.2%
1019,Ashton Stoll,F,"5'11""",174,0,ushs-mn,Monticello High,-,3.25,0.14%,0.57%
4653,Ryan Philbrick,D,"5'11""",181,3,bchl,Salmon Arm Silverbacks,-,2.58,0.14%,0.16%
4654,Ryder Mcintyre,F,"6'4""",225,3,"ohl, ojhl",Peterborough Petes,-,3.39,0.14%,1.8%
4655,Jeremie Dumas,D,"6'3""",203,2,qmjhl,Gatineau Olympiques,-,3.75,0.14%,0.58%
1020,Gavin Mcneil,F,"5'11""",170,0,ushs-mn,Rosemount High,-,3.08,0.14%,0.55%
4657,Maxim Groshev,F,"6'2""",198,5,ahl,Syracuse Crunch,Tampa Bay Lightning,7.98,0.14%,2.9%
4658,Kevin Etter,F,"6'1""",207,4,"nla, nlb",HC Fribourg-Gottéron,-,4.29,0.14%,0.38%
1021,Yevgeni Yershov,F,"6'2""",214,0,russia-u18,Metallurg Novokuznetsk U18,-,0.24,0.14%,0.64%
4660,Yegor Sobolevsky,D,"5'11""",172,5,vhl,totals,-,2.6,0.14%,0.04%
1022,Krystof Dyk,D,"5'11""",154,0,czech-u20,HC Energie Karlovy Vary U20,-,2.24,0.14%,0.2%
4662,Markus Arespang,D,"6'5""",187,2,"division-2, j20-elit",Bodens HF J20,-,0.31,0.14%,0.24%
1023,Isaac Johnson,F,"5'10""",194,0,ushs-mn,St. Paul Highland Park High,-,2.2,0.14%,0.29%
4664,Maxim Vehovsky,F,"6'0""",192,2,"czech-u20, czech2, czech",HC Vítkovice,-,3.53,0.14%,0.24%
4665,Dmitri Pykhtin,D,"5'9""",137,1,mhl,Tolpar Ufa,-,9.05,0.14%,0.84%
1024,Vladislav Kesso,D,"6'1""",179,0,belarus-vysshaya,Team Belarus U18,-,1.15,0.14%,0.35%
4667,Zach Urdahl,F,"6'1""",194,5,ncaa,Univ. of Nebraska-Omaha,-,10.59,0.14%,0.5%
4668,August Ullen,D,"6'1""",185,1,j20-elit,Vallentuna Hockey J20,-,0.34,0.14%,0.14%
4669,Alex Ballard,D,"5'9""",172,1,mjhl,Niverville Nighthawks,-,1.89,0.14%,0.07%
4670,Matus Jakubec,D,"6'3""",190,2,slovakia-u20,HK Dukla Trencin U20,-,0.43,0.14%,0.31%
4671,Brady Hamlin,D,"5'11""",190,2,gojhl,LaSalle Vipers,-,1.26,0.14%,0.1%
4672,Luke Dahlen,F,"6'2""",190,1,bchl,Blackfalds Bulldogs,-,3.53,0.14%,0.6%
4673,Niko Rajala,D,"6'0""",172,1,u20 sm-liiga,KooKoo U20,-,1.52,0.14%,0.08%
4674,William Dumoulin,F,"5'11""",192,4,usports,Univ. of Québec-Trois-Rivières,-,3.65,0.14%,0.26%
1025,Jackson Knight,F,"6'1""",165,0,ushs-mn,Orono High,-,3.96,0.14%,0.68%
4676,Thomas Begin,F,"5'10""",168,3,qjaaahl,Côte-du-Sud Everest,-,4.7,0.14%,0.14%
4677,Chase Bertholet,F,"5'11""",174,4,"echl, usports",Univ. of Saskatchewan,-,4.08,0.14%,0.66%
4678,Maxim Kirileichenko,F,"6'1""",176,4,vhl,Buran Voronezh,-,7.45,0.14%,0.51%
4679,Carter Mccormick,F,"5'11""",192,2,nahl,Kenai River Brown Bears,-,2.77,0.14%,0.17%
1026,Shamil Gimbatov,D,"6'2""",192,0,mhl,MHK Dynamo St. Petersburg,-,1.47,0.14%,0.41%
1027,Vadim Ishchuk,D,"6'0""",216,0,russia-u18,Manul Chita U18,-,1.7,0.14%,0.86%
4682,Emil Hjelm,D,"6'2""",174,1,division-2,Överkalix IF,-,1.41,0.14%,0.16%
4683,Branislav Barger,D,"6'4""",176,1,slovakia-u20,HC Kosice U20,-,1.44,0.14%,0.16%
4684,Roberts Cjunskis,F,"6'0""",194,4,nlb,HC Sierre,-,6.35,0.14%,0.32%
1028,Cameron Arquette,F,"5'8""",170,0,ohl,Kitchener Rangers,-,3.34,0.14%,0.27%
4686,Justin Dumais,F,"5'10""",170,1,"qmjhl, ajhl",Fort McMurray Oil Barons,-,3.72,0.14%,0.31%
1029,Leo Berggren,F,"6'1""",176,0,"j18 allsvenskan, j18-elit",Brynäs IF J18,-,3.66,0.14%,0.65%
4688,Alex Izyk,D,"6'1""",185,4,usports,Lakehead Univ.,-,1.23,0.14%,0.19%
4689,Samuel Claesson,F,"6'4""",194,3,division-1,Sollentuna HC,-,6.38,0.14%,0.81%
4690,Tom Sandholm,F,"6'0""",205,2,usphl-premier,Minnesota Blue Ox,-,2.3,0.14%,0.19%
4691,Samuel Spacek,D,"6'4""",194,2,"slovakia2, slovakia-u20",HK Gladiators Trnava U20,-,1.38,0.14%,0.27%
4692,Grayson Tiller,D,"5'10""",194,2,ohl,Barrie Colts,-,3.53,0.14%,0.47%
1030,Landon Mcfadden,F,"5'10""",170,0,whl,Moose Jaw Warriors,-,3.0,0.14%,0.44%
4694,Jakub Bednarik,F,"6'3""",194,2,"czech-u20, nahl",Anchorage Wolverines,-,5.84,0.14%,0.66%
4695,Keaton Peters,F,"5'10""",187,3,ncaa,Penn State Univ.,-,2.72,0.14%,0.24%
4696,Cooper Matthews,F,"5'9""",179,3,ojhl,Trenton Golden Hawks,-,3.26,0.14%,0.11%
1031,Elias Ydehed,F,"5'11""",187,0,j18-elit,IFK Täby HC J18,-,1.88,0.14%,0.45%
1032,Mikhail Kriklivy,D,"5'11""",187,0,mhl,totals,-,1.68,0.14%,0.44%
4699,Nikita Maximov,F,"6'1""",179,2,"mhl, nmhl",MHK Dynamo St. Petersburg,-,2.4,0.14%,0.44%
4700,Olmo Pietro Albis,D,"5'9""",172,3,"nlb, u20-elit",GDT Bellinzona Snakes,-,1.96,0.14%,0.13%
1033,Nemo Maenpaa,F,"6'0""",185,0,u18 sm-sarja,HIFK U18,-,1.74,0.14%,0.55%
4702,Robin Taavola,D,"5'9""",154,3,division-2,Sunderby SK,-,2.36,0.14%,0.01%
4703,Luca Windisch,F,"6'0""",207,1,usphl-premier,Northern Cyclones,-,1.1,0.14%,0.28%
4704,Kayden Rawji,F,"5'10""",190,3,ajhl,Canmore Eagles,-,5.47,0.14%,0.15%
1034,Max Powers-Brekke,D,"6'2""",201,0,ushs-mn,Eastview High,-,1.45,0.14%,0.59%
4706,Dylan Godbout,F,"5'11""",185,3,ncaa,Ohio State Univ.,-,1.13,0.14%,0.42%
1035,Fenix Friman,D,"6'3""",203,0,"j18 allsvenskan, j18-elit",Flemingsbergs IK J18,-,0.28,0.14%,0.58%
4708,Samuel Kupec,D,"6'3""",212,1,qmjhl,Blainville-Boisbriand Armada,-,1.4,0.14%,0.47%
1036,Kevin Johansson,D,"6'1""",183,0,"j18-elit, j20-elit",Karlskrona HK J18,-,0.79,0.14%,0.36%
4710,Timur Kral,F,"6'1""",183,2,"slovakia2, slovakia-u20",HK 95 Povazska Bystrica,-,3.68,0.14%,0.4%
4711,Kenyon Mcisaac,D,"5'11""",163,1,bchl,Alberni Valley Bulldogs,-,2.55,0.14%,0.11%
4712,Henry Attard,D,"6'2""",174,1,"ojhl, cchl",Renfrew Wolves,-,0.96,0.14%,0.09%
4713,Maxim Zenyuk,F,"6'2""",194,2,belarus-vysshaya,Dinamo-Olimpik Minsk,-,3.16,0.14%,0.44%
1037,Vincent Wedin,F,"5'10""",179,0,"j18 allsvenskan, superelit, j18-elit",Skellefteå AIK J20,-,2.68,0.14%,0.32%
4715,Jacob Wright,F,"5'10""",172,5,usports,Univ. of British Columbia,-,9.12,0.14%,0.28%
1038,Alex Eklof,F,"6'0""",176,0,superelit,Frölunda HC J20,-,3.92,0.14%,0.4%
1039,Noah Johnson,D,"6'6""",216,0,ushs-mn,Benilde-St. Margaret's School,-,0.61,0.14%,0.87%
4718,Ryan Francis,F,"5'9""",176,5,echl,totals,Calgary Flames,6.36,0.14%,0.34%
1040,Yan Kuznetsov,F,"5'11""",163,0,nmhl,Khors Podolsk,-,4.51,0.14%,0.59%
4720,Samuel Frechette,F,"5'7""",176,1,qjaaahl,Valleyfield Braves,-,4.5,0.14%,0.15%
4721,Axel Jansson,F,"6'1""",192,1,superelit,Färjestad BK J20,-,3.23,0.14%,0.45%
4722,Owen Murray,D,"5'10""",181,4,ncaa,UMass,-,5.56,0.14%,0.25%
4723,Yevgeni Gribanov,F,"5'9""",165,3,"vhl, mhl",Tyumenski Legion,-,6.56,0.14%,0.2%
1041,David Pavlus,F,"6'3""",201,0,slovakia-u20,totals,-,1.85,0.14%,0.48%
4725,Bence Horvath,F,"6'0""",190,3,"liiga, u20 sm-liiga",Jukurit U20,-,5.38,0.14%,0.23%
4726,Alexei Kartashov,D,"6'2""",194,1,mhl,Tyumenski Legion,-,3.92,0.14%,0.95%
1042,Duncan Thompson,F,"6'1""",181,0,ushs-prep,Berkshire School,-,3.53,0.14%,0.41%
4728,Daniel Kulyash,F,"5'8""",139,2,mhl,Avto Yekaterinburg,-,7.84,0.14%,0.17%
4729,Tyler Palin,D,"5'11""",176,2,sjhl,Yorkton Terriers,-,2.38,0.14%,0.12%
4730,Kai Elkie,F,"6'1""",185,2,nahl,totals,-,5.68,0.14%,0.33%
4731,Tim Redstedt,D,"6'0""",170,1,superelit,Djurgårdens IF J20,-,5.89,0.14%,0.37%
4732,Alex A. Filatov,D,"6'0""",179,3,vhl,Chelmet Chelyabinsk,-,3.36,0.14%,0.68%
1043,Braeden Van Gelder,D,"6'2""",201,0,ojhl,Caledon Admirals,-,0.76,0.14%,0.58%
4734,Darius Bachler,F,"6'0""",190,2,bchl,Cowichan Valley Capitals,-,3.35,0.14%,0.26%
4735,Jimi Junkkari,D,"6'2""",185,2,"liiga, u20 sm-liiga",Pelicans U20,-,1.86,0.14%,0.28%
4736,Hugo Mornhed,F,"6'4""",209,2,division-1,Mörrums GoIS,-,2.23,0.14%,0.55%
4737,Mitchell Wolfe,D,"6'0""",185,5,ncaa,Bemidji State Univ.,-,3.34,0.14%,0.18%
4738,William Larsson Nygren,D,"5'10""",165,1,superelit,IF Björklöven J20,-,3.75,0.14%,0.19%
4739,Felix Nilsson,D,"6'0""",172,2,"division-1, j20-elit",Kalix HC,-,0.26,0.14%,0.04%
1044,Cedric Saxer,D,"6'5""",231,0,u20-top,EHC Basel U20,-,0.0,0.14%,1.19%
4741,Benjamin Beaudry,F,"5'11""",185,1,qjaaahl,Saint-Jérôme Panthères,-,4.4,0.14%,0.36%
4742,Ethan Rosenoff,F,"5'9""",185,2,nahl,totals,-,2.66,0.14%,0.12%
4743,Rodzers Bukarts,F,"6'0""",183,2,nlb,GC Küsnacht Lions,-,3.21,0.14%,0.22%
1045,Tomas Rolinek,F,"5'9""",161,0,czech-u20,HC Dynamo Pardubice U20,-,3.71,0.14%,0.33%
4745,Ilya Belousov,F,"5'11""",157,3,nmhl,Gvardiya Krasnodar,-,10.62,0.14%,0.31%
4746,Mikhail Nizovkin,F,"5'11""",176,4,vhl,AKM Tula Region,-,6.21,0.14%,0.23%
4747,Max Treppo,D,"6'3""",194,3,"nahl, cchl",Brockville Braves,-,3.47,0.14%,0.45%
4748,Robert Savaglio,D,"6'2""",198,1,ushs-prep,Canterbury School,-,1.99,0.14%,0.41%
4749,Tadeas Kaluzik,F,"6'1""",183,2,"czech-u20, czech2",HC Dynamo Pardubice U20,-,4.72,0.14%,0.64%
1046,Hugo Jansson,F,"6'1""",192,0,j18-elit,IF Troja-Ljungby J18,-,1.79,0.14%,0.68%
4751,Fyodor Popov,D,"6'1""",190,3,nmhl,MHK Tambov,-,3.48,0.14%,0.35%
1047,Oleg Ognev,F,"6'0""",194,0,russia-u18,Yastreby Omsk U18,-,1.99,0.14%,0.43%
1048,Daniil Krasilnikov,D,"6'5""",198,0,russia-u18,Slavutich Smolensk U18,-,0.53,0.14%,0.54%
1049,Daniil Raznov,F,"6'0""",176,0,mhl,Loko-76 Yaroslavl,-,1.96,0.14%,0.56%
4755,Georgi Kuzin,D,"5'10""",172,3,nmhl,MHK Kristall Saratov,-,2.5,0.14%,0.05%
4756,Erik Pastro,F,"6'3""",181,1,bchl,Vernon Vipers,-,3.54,0.14%,0.47%
1050,Trennen Redlick,F,"6'2""",190,0,ajhl,Fort McMurray Oil Barons,-,1.54,0.14%,0.78%
1051,Bogdan Khaidarov,F,"5'9""",161,0,"mhl, russia-u18",MHK Dynamo Moskva,-,3.44,0.14%,0.24%
1052,Easton Gates,D,"6'0""",187,0,ushs-prep,Northfield Mount Hermon School,-,1.4,0.14%,0.47%
1053,Jared Langdon,F,"6'0""",194,0,"ushl, bchl",Blackfalds Bulldogs,-,2.43,0.14%,0.36%
4761,Adam Ondris,F,"5'9""",170,3,nahl,Johnstown Tomahawks,-,5.36,0.14%,0.15%
1054,Veeti Vilander,D,"6'2""",190,0,"u18 sm-sarja, u20 sm-liiga",JYP U20,-,1.87,0.14%,0.44%
4763,Carter Slaggert,F,"5'9""",174,2,ncaa,Univ. of Notre Dame,-,4.18,0.14%,0.14%
4764,Rasmus Gustafsson,D,"5'9""",146,3,division-2,Sölvesborgs IK,-,0.0,0.14%,0.01%
4765,Albin Wiklund Norman,D,"6'1""",185,2,superelit,Mora IK J20,-,1.05,0.14%,0.16%
4766,Austin Petersen,D,"5'11""",172,1,nahl,Kenai River Brown Bears,-,1.58,0.14%,0.08%
4767,Ivan Chesnokov,D,"6'2""",190,1,"vhl, mhl",Chaika Nizhny Novgorod,-,2.79,0.14%,0.52%
1055,Massimo Luigi Tirone,F,"5'7""",181,0,qjaaahl,Montréal Rangers,-,3.23,0.14%,0.23%
4769,Daniil Malorosiyanov,F,"5'11""",170,2,"khl, mhl",Vityaz Moscow Region,-,6.0,0.14%,0.54%
4770,Aidan Souligny,D,"6'3""",205,1,bchl,totals,-,2.37,0.14%,0.6%
4771,Viktor Bergstrom,D,"5'11""",165,3,usphl-premier,totals,-,0.88,0.14%,0.05%
1056,Rylan Leake,D,"5'11""",161,0,ushs-mn,Thief River Falls High,-,2.34,0.14%,0.23%
4773,Leon Olivier Buff,F,"6'0""",194,1,u20-elit,SC Rapperswil-Jona Lakers U20,-,2.46,0.14%,0.43%
4774,Caleb Van De Ven,D,"6'1""",154,2,mjahl,Miramichi Timberwolves,-,2.71,0.14%,0.04%
4775,Daniel Zanolari,D,"6'3""",185,1,u20-elit,HC Lugano U20,-,0.55,0.14%,0.17%
4776,Ivan Kolomiytsev,D,"5'11""",181,5,vhl,Kristall Saratov,-,4.22,0.14%,0.1%
4777,Colby Ambrosio,F,"5'9""",176,5,"ncaa, echl",Miami Univ. (Ohio),Colorado Avalanche,9.0,0.14%,0.49%
1057,Bogdan Oniskiv,F,"6'0""",192,0,mhl,Krasnoyarskie Rysi,-,3.12,0.14%,0.42%
4779,Chas Sabre,D,"5'11""",174,2,ushs-prep,Phillips Academy Andover,-,1.01,0.14%,0.09%
4780,Josh Pillar,F,"5'11""",172,5,usports,Univ. of Saskatchewan,Minnesota Wild,8.76,0.14%,0.57%
1058,Nikita Dedov,F,"6'0""",183,0,russia-u18,Yugra Khanty-Mansiysk U18,-,1.84,0.14%,0.36%
4782,Quentin Delmas,D,"5'11""",183,4,nlb,GDT Bellinzona Snakes,-,2.41,0.14%,0.17%
4783,Ludvig Jansson,D,"6'0""",181,3,shl,Luleå HF,Florida Panthers,3.71,0.14%,10.34%
4784,Oscar Lundin,D,"6'0""",192,5,division-1,Brödernas/Väsby,-,3.39,0.14%,0.1%
4785,Will Brown,F,"6'0""",185,2,"nahl, mjhl",Swan Valley Stampeders,-,3.96,0.14%,0.18%
4786,Lubos Stahon,F,"5'11""",172,2,czech-u20,Bílí Tygři Liberec U20,-,5.65,0.14%,0.28%
4787,Oleksii Yevtiekhov,F,"6'0""",181,1,czech-u20,HC Dynamo Pardubice U20,-,4.28,0.14%,0.3%
4788,Kevin Rimer,D,"6'3""",187,1,j20-elit,Sollentuna HC J20,-,0.36,0.14%,0.13%
4789,Tim Bergstrom,F,"6'4""",212,3,division-1,Vallentuna Hockey,-,2.55,0.14%,0.8%
4790,Daniil Nichukhrin,F,"5'9""",154,4,vhl,Dynamo-Altay Barnaul,-,8.35,0.14%,0.11%
4791,Ilya Kudryashov,D,"6'2""",190,5,vhl,Yunison-Moskva,-,3.06,0.14%,0.44%
4792,Adrian Gromadzki,F,"6'2""",187,2,"czech-u20, czech3, czech2",HC Dynamo Pardubice B,-,2.85,0.14%,0.31%
4793,Ville Vaarala,F,"6'1""",185,1,u20 sm-liiga,Tappara U20,-,3.33,0.14%,0.35%
4794,Brady Cleveland,D,"6'5""",220,2,ncaa,Colorado College,Detroit Red Wings,1.29,0.14%,0.81%
4795,David Rosander,D,"6'1""",185,5,division-1,HC Dalen,-,5.61,0.14%,0.18%
4796,Joona Korhonen,F,"6'1""",185,4,mestis,TUTO Hockey,-,7.0,0.14%,0.53%
4797,Cale Ashcroft,D,"5'10""",185,3,ncaa,Univ. of Denver,-,4.33,0.14%,1.31%
1059,Roman Vagin,D,"6'1""",183,0,"mhl, russia-u18",Amur Khabarovsk U18,-,0.86,0.14%,0.49%
1060,Pierre-Olivier Denis,F,"5'10""",165,0,qjaaahl,Longueuil Collège-Français,-,4.46,0.14%,0.46%
4800,Zachary Wilson,F,"5'10""",176,2,ajhl,Grande Prairie Storm,-,3.84,0.14%,0.25%
4801,Neo Nordekvist,D,"6'3""",181,2,usphl-premier,Connecticut Jr. Rangers,-,0.58,0.14%,0.15%
4802,Oliver Johansson,F,"6'0""",192,4,shl,Timrå IK,Ottawa Senators,6.91,0.14%,0.79%
4803,Zachary Sondreal,D,"6'0""",181,3,nahl,Chippewa Steel,-,3.37,0.14%,0.16%
4804,Jesper Karlsson,D,"6'0""",165,5,division-2,IFK Tumba,-,3.31,0.14%,0.03%
4805,Jesper Valente,F,"6'2""",181,2,"allsvenskan, superelit",Almtuna IS J20,-,3.49,0.14%,0.71%
4806,Nasser Sobhy,F,"6'3""",205,5,belarus,HK Gomel,-,14.7,0.14%,0.64%
4807,Valdemar Hull,F,"6'2""",198,2,denmark,Rungsted Seier Capital,-,2.29,0.14%,0.34%
4808,Felix Haibock,F,"6'3""",209,1,nahl,Wisconsin Windigo,-,2.8,0.14%,0.94%
4809,Yegor Bashlykov,F,"5'8""",148,1,mhl,Russkie Vityazi,-,8.0,0.14%,0.21%
4810,Jaren Brinson,D,"6'3""",190,3,ajhl,Canmore Eagles,-,2.11,0.14%,0.39%
4811,Christophe Rondeau,D,"5'10""",190,4,usports,Univ. of Québec-Trois-Rivières,-,4.18,0.14%,0.26%
4812,Alexei Ivashinnikov,D,"6'0""",165,2,mhl,Taifun Primorsky Krai,-,2.29,0.14%,0.11%
4813,Hunter Sawka,F,"5'11""",174,2,bchl,Okotoks Oilers,-,4.75,0.14%,0.32%
4814,Denis Istyufeyev,D,"6'2""",187,2,mhl,Ladia Togliatti,-,2.4,0.14%,0.42%
4815,Mavrick Gauthier,D,"5'11""",170,5,usports,Univ. of Québec-Trois-Rivières,-,0.85,0.14%,0.02%
4816,Daniil Rogach,D,"6'3""",209,4,belarus,Lokomotiv Orsha,-,10.91,0.14%,19.47%
1061,Zack Trahan,D,"5'11""",179,0,usphl-premier,Hawkesbury Knights,-,2.5,0.14%,0.28%
4818,Eric Barnard,F,"5'11""",183,3,cchl,Pembroke Lumber Kings,-,6.29,0.14%,0.3%
1062,Oliver Goren,D,"6'2""",174,0,ushs-mn,Rosemount High,-,0.81,0.14%,0.33%
4820,Robert Tagiyev,D,"6'2""",187,1,nmhl,HK Bryansk,-,3.13,0.14%,0.31%
4821,Spencer Shugrue,D,"5'9""",154,4,usports,Toronto Metro Univ.,-,1.96,0.14%,0.03%
4822,Blake Biondi,F,"6'1""",198,5,"ncaa, ahl",Univ. of Notre Dame,Montreal Canadiens,9.53,0.14%,0.83%
4823,Gabe Gallivan,D,"6'1""",185,1,nahl,St. Cloud Norsemen,-,1.35,0.14%,0.13%
1063,Brett Ludvigsen,F,"5'9""",150,0,ushs-mn,Dodge County Wildcats,-,4.59,0.14%,0.25%
1064,Hugo Cal,F,"6'1""",181,0,qjaaahl,Terrebonne Cobras,-,2.23,0.14%,0.7%
4826,Daniel Agostino,F,"5'7""",172,4,usports,Concordia Univ.,-,4.54,0.14%,0.1%
4827,Aidan Castle,F,"6'1""",181,3,"ojhl, bchl",totals,-,2.94,0.14%,0.22%
4828,Viktor Rastrom,F,"6'1""",203,2,j20-elit,totals,-,0.6,0.14%,0.22%
4829,Axel Eriksson,F,"6'1""",198,3,division-1,Borlänge HF,-,3.87,0.14%,0.32%
4830,Jan Hamrik,D,"6'0""",181,1,czech3,HC Bobři Valašské Meziříčí,-,1.71,0.14%,0.21%
4831,Fischer Niehaus,D,"6'0""",174,1,ushs-prep,The Governor's Academy,-,0.84,0.14%,0.11%
4832,Jack Mcara,F,"6'1""",176,2,bchl,totals,-,3.61,0.14%,0.51%
4833,Petr Pavelec,F,"6'0""",196,2,czech-u20,HC Vítkovice U20,-,4.47,0.14%,0.2%
4834,Sully Scholle,F,"5'10""",170,4,ncaa,Univ. of Maine,-,6.69,0.14%,0.17%
4835,Jack Ziliotto,F,"6'1""",174,2,"ohl, bchl",Trail Smoke Eaters,-,5.62,0.14%,0.48%
4836,Demyan Yermak,F,"5'9""",165,1,mhl,totals,-,5.26,0.14%,0.31%
1065,Tyler Lokker,F,"5'10""",174,0,usphl-premier,Utica Jr. Comets,-,3.26,0.14%,0.37%
1066,Timofei Gulenok,D,"6'2""",192,0,"mhl, nmhl",Metallurg Cherepovets,-,1.16,0.14%,0.68%
4839,Mark Mussbacher,D,"5'11""",168,4,"ebel, alpshl",EC Bregenzerwald,-,1.6,0.14%,0.02%
4840,Lukas Marcin,D,"5'7""",152,1,slovakia-u20,HK Michalovce U20,-,3.33,0.14%,0.08%
4841,Dennis Altorn,F,"6'2""",183,2,"superelit, shl",Leksands IF J20,-,3.41,0.14%,0.53%
4842,Ronan Buckberger,D,"5'11""",185,1,ushl,Madison Capitols,-,1.96,0.14%,0.21%
1067,Kasper Stenfors,F,"6'1""",176,0,u18 sm-sarja,TUTO Hockey U18,-,2.45,0.14%,0.59%
4844,Julien Wasmer,D,"6'2""",190,2,"qmjhl, bchl",Chicoutimi Saguenéens,-,2.44,0.14%,0.61%
1068,Zachary Hachey,D,"6'3""",201,0,bchl,Prince George Spruce Kings,-,0.88,0.14%,0.63%
1069,Topi Hermunen,D,"6'3""",176,0,"u18 sm-sarja, u20 sm-liiga",HPK U18,-,1.41,0.14%,0.35%
4847,Dylan Reynolds,F,"5'11""",181,2,qjaaahl,Gatineau Flames,-,4.36,0.14%,0.2%
4848,Cayden Casey,F,"6'1""",174,2,"ncaa, ushl",Cedar Rapids RoughRiders,-,3.94,0.14%,0.22%
4849,Caesar Bjork,F,"5'10""",179,3,nahl,Philadelphia Rebels,-,6.23,0.14%,0.13%
1070,Ilyas Magomedsultanov,D,"6'2""",176,0,mhl,totals,-,2.46,0.14%,0.3%
4851,Wyatt Stefan,F,"6'1""",181,2,nahl,Rochester Jr. Americans,-,2.11,0.14%,0.38%
4852,Mark Lafleur,F,"6'4""",216,2,"sjhl, kijhl",Revelstoke Grizzlies,-,0.83,0.14%,0.37%
4853,Marek Sisak,D,"6'2""",190,2,"czech-u20, czech2",HC Přerov U20,-,3.68,0.14%,0.27%
4854,Levi Eiter,F,"6'0""",190,1,ushs-mn,Prior Lake High,-,2.97,0.14%,0.35%
